reviewText,cleaned_text,tokens,sentiment_vader,score_vader,sentiment_textblob,score_textblob,sentiment_nltk,score_nltk,overall_sentiment,average_polarity
"The advertisment for this DVD on Amazon was incorrect.  The ad stated that the DVD was in Wide Screen Anamorphic format.  The DVD was not in this format, it was standard Pan and Scan, and it was a poor quality transfer from the film.  I thought about returning it, but decided to give it as a gift.  Motion Pictures that are filmed in anamorphic, or 2.35 to 1 format should only be transfered to a DVD in this format.  The people that make the decision to use pan and scan to fill a standard television are ill advised, and poorly educated to artistic principles.",advertisment for this dvd on amazon was incorrect ad stated that dvd was wide screen anamorphic format dvd was not this format it was standard pan scan it was poor quality transfer from film i thought about returning it but decided give it as gift motion pictures that are filmed anamorphic or 235 1 format should only be transfered dvd this format people that make decision use pan scan fill standard television are ill advised poorly educated artistic principles,advertisment for this dvd on amazon was incorrect ad stated that dvd was wide screen anamorphic format dvd was not this format it was standard pan scan it was poor quality transfer from film i thought about returning it but decided give it as gift motion pictures that are filmed anamorphic or 235 1 format should only be transfered dvd this format people that make decision use pan scan fill standard television are ill advised poorly educated artistic principles,Negative,-0.1406,Negative,-0.13333333333333333,Negative,-0.1406,Negative,-0.1381777777777778
I would love to buy this movie as I have been to Hannibal Missouri and been to all the Mark Twain atractions.To buy this movie would be a real treat but if it's Pan&Scan forget it! I dont buy full screen movies! Unless it's made for TV.I think MGM should of included a widescreen version of the movie.What a joke!,i would love buy this movie as i have been hannibal missouri been all mark twain atractionsto buy this movie would be real treat but its panscan forget it i dont buy full screen movies unless its made for tvi think mgm should included widescreen version moviewhat joke,i would love buy this movie as i have been hannibal missouri been all mark twain atractionsto buy this movie would be real treat but its panscan forget it i dont buy full screen movies unless its made for tvi think mgm should included widescreen version moviewhat joke,Positive,0.6981,Positive,0.4322916666666667,Positive,0.6981,Positive,0.6094972222222222
"This movie was playing at Radio City Music Hall back in the days of the movie/stage show formt.  It was also presented in 70mm on that huge Radio City screen. I remember how impressed i was with that opening scene with the steam boat going down the river and you see Tom running thru the field and the music builds more and more.  Wow,,,,what a great movie!I've seen many versions of &quot;Tom Sawyer&quot; but this one seems to be the best ever brought to the screen.  Maybe because it's a musical. Whatever made this so successful back then you will not be disappointed by it's gradure and scope. A must for ever American kid and adult too. This is as red, white and blue as it gets and now must be the most politically incorrect movie ever made. (hehe)  Buy it before some group puts a ban on it. Which should want you to buy this for the kids even more. They don't make them like this anymore.",this movie was playing at radio city music hall back days moviestage show formt it was also presented 70mm on that huge radio city screen i remember how impressed i was with that opening scene with steam boat going down river you see tom running thru field music builds more more wowwhat great movieive seen many versions quottom sawyerquot but this one seems be best ever brought screen maybe because its musical whatever made this so successful back you will not be disappointed by its gradure scope must for ever american kid adult too this as red white blue as it gets now must be most politically incorrect movie ever made hehe buy it before some group puts ban on it which should want you buy this for kids even more they dont make them like this anymore,this movie was playing at radio city music hall back days moviestage show formt it was also presented 70mm on that huge radio city screen i remember how impressed i was with that opening scene with steam boat going down river you see tom running thru field music builds more more wowwhat great movieive seen many versions quottom sawyerquot but this one seems be best ever brought screen maybe because its musical whatever made this so successful back you will not be disappointed by its gradure scope must for ever american kid adult too this as red white blue as it gets now must be most politically incorrect movie ever made hehe buy it before some group puts ban on it which should want you buy this for kids even more they dont make them like this anymore,Positive,0.9508,Positive,0.26878306878306873,Positive,0.9509,Positive,0.7234943562610229
"This is a well-made and well-acted musical version of the Tom Sawyer story. It does not follow the book exactly, but the substance is there. Charming performances by then child actors Johnny Whitaker (Tom) and Jodie Foster (Becky Thatcher) and Academy-Award-winner Celeste Holm as Aunt Polly. I thoroughly enjoyed this movie. I rented it for my granddaughter's school project and wound up watching it 3 times. It took me back to my childhood of playing with the children next door in a more neighborly world.Highly recommended.",this wellmade wellacted musical version tom sawyer story it does not follow book exactly but substance there charming performances by child actors johnny whitaker tom jodie foster becky thatcher academyawardwinner celeste holm as aunt polly i thoroughly enjoyed this movie i rented it for my granddaughters school project wound up watching it 3 times it took me back my childhood playing with children next door more neighborly worldhighly recommended,this wellmade wellacted musical version tom sawyer story it does not follow book exactly but substance there charming performances by child actors johnny whitaker tom jodie foster becky thatcher academyawardwinner celeste holm as aunt polly i thoroughly enjoyed this movie i rented it for my granddaughters school project wound up watching it 3 times it took me back my childhood playing with children next door more neighborly worldhighly recommended,Positive,0.9421,Positive,0.2785714285714286,Positive,0.9421,Positive,0.7209238095238096
"This fits my 7"" kindle fire hd perfectly! I love it. It even has a slot for a stylus. The kindle is velcroed in so it's nice and secure. Very glad I bought this!",this fits my 7 kindle fire hd perfectly i love it it even has slot for stylus kindle velcroed so its nice secure very glad i bought this,this fits my 7 kindle fire hd perfectly i love it it even has slot for stylus kindle velcroed so its nice secure very glad i bought this,Positive,0.9465,Positive,0.578125,Positive,0.9465,Positive,0.8237083333333333
"Good case, while not new to Kindle books I am new to Kindles, the Fire HD is my first one. I wanted some protection for it as well as something to hold it for me, I often read in bed and with this it stands up some. I wish it were more adjustable. The reality is the way I use it you have two choices, flat, or slightly inclined. The way the pictures show in the upper right it looks like it will stand almost upright, that's not practical for my purposes. I am not sure a case is made that would fit my desires, this is very nice although I felt overpriced.",good case while not new kindle books i am new kindles fire hd my first one i wanted some protection for it as well as something hold it for me i often read bed with this it stands up some i wish it were more adjustable reality way i use it you have two choices flat or slightly inclined way pictures show upper right it looks like it will stand almost upright thats not practical for my purposes i am not sure case made that would fit my desires this very nice although i felt overpriced,good case while not new kindle books i am new kindles fire hd my first one i wanted some protection for it as well as something hold it for me i often read bed with this it stands up some i wish it were more adjustable reality way i use it you have two choices flat or slightly inclined way pictures show upper right it looks like it will stand almost upright thats not practical for my purposes i am not sure case made that would fit my desires this very nice although i felt overpriced,Positive,0.8868,Positive,0.21185245310245313,Positive,0.8868,Positive,0.6618174843674843
Not the best leather but worked fine and keeps my Kindle safe and protected.  It should have come with a stylus.,not best leather but worked fine keeps my kindle safe protected it should have come with stylus,not best leather but worked fine keeps my kindle safe protected it should have come with stylus,Positive,0.8279,Positive,0.638888888888889,Positive,0.8279,Positive,0.7648962962962963
"Case fits well on my kindle, serves the purpose and for the price, you can't beat it.Definitely a keeper.",case fits well on my kindle serves purpose for price you cant beat itdefinitely keeper,case fits well on my kindle serves purpose for price you cant beat itdefinitely keeper,Positive,0.2732,Neutral,0.0,Positive,0.2732,Positive,0.18213333333333334
"I got this got a new kindle fire hd owner who LOVES yellow. The case is nice for price, it does what it has to do but the smell at first is very unpleasant. I'm glad it arrived fast and I had time to leave it out of plastic for a few days  to air out till smell went away.",i got this got new kindle fire hd owner who loves yellow case nice for price it does what it has do but smell at first very unpleasant im glad it arrived fast i had time leave it out plastic for few days air out till smell went away,i got this got new kindle fire hd owner who loves yellow case nice for price it does what it has do but smell at first very unpleasant im glad it arrived fast i had time leave it out plastic for few days air out till smell went away,Positive,0.3448,Neutral,0.08017045454545457,Positive,0.3448,Positive,0.2565901515151515
i love this case fits my kindle perfectly the only thing i dont like is that the power button is not visable in the case other than a great case,i love this case fits my kindle perfectly only thing i dont like that power button not visable case other than great case,i love this case fits my kindle perfectly only thing i dont like that power button not visable case other than great case,Positive,0.9079,Positive,0.43499999999999994,Positive,0.9079,Positive,0.7502666666666666
"It's her favorite color and it protects her kindle. She has no complaints. Covers the power button, but not a big deal.",its her favorite color it protects her kindle she has no complaints covers power button but not big deal,its her favorite color it protects her kindle she has no complaints covers power button but not big deal,Positive,0.5071,Positive,0.25,Neutral,0.0516,Positive,0.2695666666666667
the only downside to this was the cover covers up the on off button and the camera and I have to take it out of the cover to use the camera if I had known this I would have chosen a different one,only downside this was cover covers up on off button camera i have take it out cover use camera i had known this i would have chosen different one,only downside this was cover covers up on off button camera i have take it out cover use camera i had known this i would have chosen different one,Negative,-0.25,Neutral,0.0,Negative,-0.25,Negative,-0.16666666666666666
"I bought this at the same time I bought the Kindel Fire HD 7. It is exactly as pictured, the fit was great, and the price was right. The reason for the 4 stars is the cut outs for the volume and power buttons are on the edges of case but the actual buttons are located on the back of the Kindel. You can't access either button while the case is on. Apparently when Kindel upgrades a tablet they don't change the name or add a number to it like Apple does with the iPad. I went back and searched for clues in the description that this was for a different version Kindel and did not find anything. If you want a decent case and you don't want to pay a lot for it, this is the one but just make sure it's designed for the HD 7 Kindel version you are buying.",i bought this at same time i bought kindel fire hd 7 it exactly as pictured fit was great price was right reason for 4 stars cut outs for volume power buttons are on edges case but actual buttons are located on back kindel you cant access either button while case on apparently when kindel upgrades tablet they dont change name or add number it like apple does with ipad i went back searched for clues description that this was for different version kindel did not find anything you want decent case you dont want pay lot for it this one but just make sure its designed for hd 7 kindel version you are buying,i bought this at same time i bought kindel fire hd 7 it exactly as pictured fit was great price was right reason for 4 stars cut outs for volume power buttons are on edges case but actual buttons are located on back kindel you cant access either button while case on apparently when kindel upgrades tablet they dont change name or add number it like apple does with ipad i went back searched for clues description that this was for different version kindel did not find anything you want decent case you dont want pay lot for it this one but just make sure its designed for hd 7 kindel version you are buying,Positive,0.8504,Positive,0.2043650793650794,Positive,0.8763,Positive,0.6436883597883597
"Great case, not sure how the hand stripe works and wish it had vertical stand but for the price it's the best case I ever had. Very soft and smooth on the inside. Color is the best.",great case not sure how hand stripe works wish it had vertical stand but for price its best case i ever had very soft smooth on inside color best,great case not sure how hand stripe works wish it had vertical stand but for price its best case i ever had very soft smooth on inside color best,Positive,0.956,Positive,0.5133333333333333,Positive,0.956,Positive,0.8084444444444444
"Well it is nice, i just bought the wrong one, any ways it fits my tablet. and I'm still using it.",well it nice i just bought wrong one any ways it fits my tablet im still using it,well it nice i just bought wrong one any ways it fits my tablet im still using it,Positive,0.2023,Neutral,0.04999999999999999,Positive,0.2023,Positive,0.15153333333333333
I just received this today!!  I love it.  I have one similar for my Kindle Fire HD and I love the sleep and awake feature!!!,i just received this today i love it i have one similar for my kindle fire hd i love sleep awake feature,i just received this today i love it i have one similar for my kindle fire hd i love sleep awake feature,Positive,0.8469,Positive,0.4921875,Positive,0.8469,Positive,0.7286625
"Great case, especially for the price point.  My daughters favorite color so she loves it too.  Bought the matching stylus.",great case especially for price point my daughters favorite color so she loves it too bought matching stylus,great case especially for price point my daughters favorite color so she loves it too bought matching stylus,Positive,0.9017,Positive,0.43333333333333335,Positive,0.9017,Positive,0.7455777777777778
"worked great for what  I needed it for, and was small too",worked great for what i needed it for was small too,worked great for what i needed it for was small too,Positive,0.6249,Positive,0.275,Positive,0.6249,Positive,0.5082666666666666
"I bought 4 of these for my test equipment - they got the job done. Though the screw on one of these did snap under medium torque... the other 3 adaptors were fine under the same torque. However, on a different one of these adaptors, I had to &#8220;open up&#8221; one of the pin holes slightly before it would accept my male cable. I would probably buy again.",i bought 4 these for my test equipment they got job done though screw on one these did snap under medium torque other 3 adaptors were fine under same torque however on different one these adaptors i had 8220open up8221 one pin holes slightly before it would accept my male cable i would probably buy again,i bought 4 these for my test equipment they got job done though screw on one these did snap under medium torque other 3 adaptors were fine under same torque however on different one these adaptors i had 8220open up8221 one pin holes slightly before it would accept my male cable i would probably buy again,Positive,0.4588,Neutral,0.02083333333333334,Positive,0.4588,Positive,0.3128111111111111
Very compact and no problems with baud rates up to 115k.  Couldn't be happier with this adapter.  I highly recommend keeping this and the various related adapters to anyone who needs to interface with network equipment.,very compact no problems with baud rates up 115k couldnt be happier with this adapter i highly recommend keeping this various related adapters anyone who needs interface with network equipment,very compact no problems with baud rates up 115k couldnt be happier with this adapter i highly recommend keeping this various related adapters anyone who needs interface with network equipment,Positive,0.3692,Neutral,0.09,Negative,-0.6306,Neutral,-0.05713333333333337
"This works as a null modem cable, just as advertised.This low profile connector is working perfect in combination with my USB RS-232 cable.",this works as null modem cable just as advertisedthis low profile connector working perfect combination with my usb rs232 cable,this works as null modem cable just as advertisedthis low profile connector working perfect combination with my usb rs232 cable,Positive,0.3818,Positive,0.5,Positive,0.3818,Positive,0.42119999999999996
"Nice construction and nice labeling so you don't use it for the wrong thing.  It does the job and for only three bucks, you can't go wrong.",nice construction nice labeling so you dont use it for wrong thing it does job for only three bucks you cant go wrong,nice construction nice labeling so you dont use it for wrong thing it does job for only three bucks you cant go wrong,Positive,0.6192,Neutral,0.039999999999999994,Negative,-0.1531,Positive,0.1687
"It is not very often that I can get something cheap, fast, and that performs as it should.  This is one such item.  The hardware seems to be durable, it is very compact, and it performs the simple null modem task.",it not very often that i can get something cheap fast that performs as it should this one such item hardware seems be durable it very compact it performs simple null modem task,it not very often that i can get something cheap fast that performs as it should this one such item hardware seems be durable it very compact it performs simple null modem task,Neutral,0.0,Positive,0.11666666666666665,Neutral,0.0,Neutral,0.03888888888888888
Bought this to transfer video from some old equipment. (Sony CCD-TRV308 Hi8 videocam and Panasonic Omnivision VHS cassette player.) It's not fancy but does the job. I prefer to use PotPlayer to capture/convert the video over the included software which works ok. I'm satisfied with this purchase.,bought this transfer video from some old equipment sony ccdtrv308 hi8 videocam panasonic omnivision vhs cassette player its not fancy but does job i prefer use potplayer captureconvert video over included software which works ok im satisfied with this purchase,bought this transfer video from some old equipment sony ccdtrv308 hi8 videocam panasonic omnivision vhs cassette player its not fancy but does job i prefer use potplayer captureconvert video over included software which works ok im satisfied with this purchase,Positive,0.5719,Positive,0.3666666666666667,Positive,0.7579,Positive,0.5654888888888889
"I have been using this alot, converting old video tapes, VHS, and tv into online videos. Anything you can play on your vcr, from tapes or tv, it can record.",i have been using this alot converting old video tapes vhs tv into online videos anything you can play on your vcr from tapes or tv it can record,i have been using this alot converting old video tapes vhs tv into online videos anything you can play on your vcr from tapes or tv it can record,Positive,0.34,Positive,0.1,Positive,0.34,Positive,0.26
The EZGrabber2 works well but it's software is a little lack luster. I have software installed on my computer that works properly with my night vision so the EZgrabber works well to do what I needed.,ezgrabber2 works well but its software little lack luster i have software installed on my computer that works properly with my night vision so ezgrabber works well do what i needed,ezgrabber2 works well but its software little lack luster i have software installed on my computer that works properly with my night vision so ezgrabber works well do what i needed,Positive,0.4921,Neutral,-0.09375,Positive,0.4921,Positive,0.2968166666666667
I bought it to create dvds from home vhs video. Had to upgrade my pc to a faster cpu to avoid jittery recording. After that it work as described. Delivery was fast.,i bought it create dvds from home vhs video had upgrade my pc faster cpu avoid jittery recording after that it work as described delivery was fast,i bought it create dvds from home vhs video had upgrade my pc faster cpu avoid jittery recording after that it work as described delivery was fast,Neutral,-0.0258,Positive,0.2,Neutral,-0.0258,Neutral,0.04946666666666668
"I got this because it was pretty decently priced, honestly though seeing how some of the other video capture devices out there were upwards of $60 I wasn't expecting much.  When I got, I was rather surprised how well it worked.  While it's plug 'n play, I decided to forgo the install CD and just downloaded the drivers directly from the manufacturer's website.  While the video is decent quality, it still retains some grainyness after burning the video to a DVD, the quality of the original played on a VCR is still better quality than what you capture and burn to a DVD.  That being said, it's not all that bad, really.  But since I only needed to copy a few home videos that we made from an old VHS-C camcorder it wasn't really worth it.I found that the best way to get the best quality was to adjust the video settings manually (add a little more saturation, and sharpness), and use the ""DVD"" format for capture, that were there is minimal second encoding required when you burn to a disc (I use windows DVD maker, because I'm cheap :B)The nice thing is it also includes an S-video option, unfortunately my VCR only allows S-video with 480p signals (ie DVD movies and restricts VCR video to 480i.  The DVD capture format seems to add some deinterlacing to the captured video from what I can tell (though it might just be my video card doing it)  Still, it's a pretty good buy for someone who wants to archive or even send family members burned DVDs of videos.",i got this because it was pretty decently priced honestly though seeing how some other video capture devices out there were upwards 60 i wasnt expecting much when i got i was rather surprised how well it worked while its plug n play i decided forgo install cd just downloaded drivers directly from manufacturers website while video decent quality it still retains some grainyness after burning video dvd quality original played on vcr still better quality than what you capture burn dvd that being said its not all that bad really but since i only needed copy few home videos that we made from an old vhsc camcorder it wasnt really worth iti found that best way get best quality was adjust video settings manually add little more saturation sharpness use dvd format for capture that were there minimal second encoding required when you burn disc i use windows dvd maker because im cheap bthe nice thing it also includes an svideo option unfortunately my vcr only allows svideo with 480p signals ie dvd movies restricts vcr video 480i dvd capture format seems add some deinterlacing captured video from what i can tell though it might just be my video card doing it still its pretty good buy for someone who wants archive or even send family members burned dvds videos,i got this because it was pretty decently priced honestly though seeing how some other video capture devices out there were upwards 60 i wasnt expecting much when i got i was rather surprised how well it worked while its plug n play i decided forgo install cd just downloaded drivers directly from manufacturers website while video decent quality it still retains some grainyness after burning video dvd quality original played on vcr still better quality than what you capture burn dvd that being said its not all that bad really but since i only needed copy few home videos that we made from an old vhsc camcorder it wasnt really worth iti found that best way get best quality was adjust video settings manually add little more saturation sharpness use dvd format for capture that were there minimal second encoding required when you burn disc i use windows dvd maker because im cheap bthe nice thing it also includes an svideo option unfortunately my vcr only allows svideo with 480p signals ie dvd movies restricts vcr video 480i dvd capture format seems add some deinterlacing captured video from what i can tell though it might just be my video card doing it still its pretty good buy for someone who wants archive or even send family members burned dvds videos,Positive,0.9819,Positive,0.20330459770114945,Positive,0.9819,Positive,0.7223681992337164
"A little background...I am a 38 year old man who has played around with electronics and computers my entire life. Windows 7-64bit machine with 8GB RAM blah,blah,blah.I have struggled well over a month with this piece of trash. After this experience I'm DONE with Micro$oft's depending on consumers to fix there crap OS and heading to Costco to let other computers do what this device clearly will not.",little backgroundi am 38 year old man who has played around with electronics computers my entire life windows 764bit machine with 8gb ram blahblahblahi have struggled well over month with this piece trash after this experience im done with microofts depending on consumers fix there crap os heading costco let other computers do what this device clearly will not,little backgroundi am 38 year old man who has played around with electronics computers my entire life windows 764bit machine with 8gb ram blahblahblahi have struggled well over month with this piece trash after this experience im done with microofts depending on consumers fix there crap os heading costco let other computers do what this device clearly will not,Positive,0.296,Negative,-0.15208333333333338,Positive,0.296,Positive,0.14663888888888887
"I've used this cover with both a Kindle (Generation 2) and a Nook. Surprisingly, this case is better designed for a Nook for two reasons:>>The sleep/power button location. On the Nook, the button is on the top center so none of the four corner holds block any button or access port. However, on the Kindle the button - which requires a slide, not a press - is towards the left of the device top and is covered slightly by the top left corner hold. This isn't a deal breaker for me, but I was very surprised at it because its being marketed for the Kindle! So when I want to wake up my Kindle I have to move the corner hold, slide the switch, and then readjust the corner hold. Not easy to do because the hold has a lot of (good) tension.>>5 way directional key. The notebooks that are included with this case slide into the case from the top and still have room to move both left and right. Because of the lining of the case and the thin cover of the notebook, it slides easily but I've never had it come out. I have however had it slide far right inside the cover, and then when I shut the cover it's at such a position that it hits the 5 way directional key and starts to advance chapters! I thought it was just a fluke at first, but then it kept happening. If I do not adjust the position of the notebook or force the Kindle into sleep then the notebook hits the key every time now. The Nook lacks this 5 way directional key entirely, so again - no issues there. (This issue might also be contributed to the ""breaking in"" of the case so that the spine is not rigid anymore and allows the front to move at angles. I don't believe I've been rough with the case though, so I can only assume its common wear).I also want to through my hat into the ring in regards to the less than compact design - though in truth I don't think it could have been any slimmer without causing negative pressure to the devices when closed.",ive used this cover with both kindle generation 2 nook surprisingly this case better designed for nook for two reasonsthe sleeppower button location on nook button on top center so none four corner holds block any button or access port however on kindle button which requires slide not press towards left device top covered slightly by top left corner hold this isnt deal breaker for me but i was very surprised at it because its being marketed for kindle so when i want wake up my kindle i have move corner hold slide switch readjust corner hold not easy do because hold has lot good tension5 way directional key notebooks that are included with this case slide into case from top still have room move both left right because lining case thin cover notebook it slides easily but ive never had it come out i have however had it slide far right inside cover when i shut cover its at such position that it hits 5 way directional key starts advance chapters i thought it was just fluke at first but it kept happening i do not adjust position notebook or force kindle into sleep notebook hits key every time now nook lacks this 5 way directional key entirely so again no issues there this issue might also be contributed breaking case so that spine not rigid anymore allows front move at angles i dont believe ive been rough with case though so i can only assume its common weari also want through my hat into ring regards less than compact design though truth i dont think it could have been any slimmer without causing negative pressure devices when closed,ive used this cover with both kindle generation 2 nook surprisingly this case better designed for nook for two reasonsthe sleeppower button location on nook button on top center so none four corner holds block any button or access port however on kindle button which requires slide not press towards left device top covered slightly by top left corner hold this isnt deal breaker for me but i was very surprised at it because its being marketed for kindle so when i want wake up my kindle i have move corner hold slide switch readjust corner hold not easy do because hold has lot good tension5 way directional key notebooks that are included with this case slide into case from top still have room move both left right because lining case thin cover notebook it slides easily but ive never had it come out i have however had it slide far right inside cover when i shut cover its at such position that it hits 5 way directional key starts advance chapters i thought it was just fluke at first but it kept happening i do not adjust position notebook or force kindle into sleep notebook hits key every time now nook lacks this 5 way directional key entirely so again no issues there this issue might also be contributed breaking case so that spine not rigid anymore allows front move at angles i dont believe ive been rough with case though so i can only assume its common weari also want through my hat into ring regards less than compact design though truth i dont think it could have been any slimmer without causing negative pressure devices when closed,Positive,0.9639,Positive,0.11147693452380952,Positive,0.9462,Positive,0.6738589781746032
"At the time I bought this cover the Kindle had just come out.(1st generation) It served its purpose , but since then there have been so many new cover in types and styles.",at time i bought this cover kindle had just come out1st generation it served its purpose but since there have been so many new cover types styles,at time i bought this cover kindle had just come out1st generation it served its purpose but since there have been so many new cover types styles,Neutral,0.0,Positive,0.3181818181818182,Neutral,0.0,Positive,0.10606060606060606
"Aw, come on, Moleskine -- you make a terrific Kindle cover to hold a notepad (Moleskine notepad, even) --- and then NO PEN LOOP? What kind of silliness is THIS???Love it in every way except that darned lack of a pen loop - clipping a pen to it is not the same and I don't want to dent up the cover...Wish it came in more colors, like Moleskine RED and the other Volant shades -- and that one could get the reporter notebooks in colors, too... but this doesn't mean I'm not happy with this!",aw come on moleskine you make terrific kindle cover hold notepad moleskine notepad even no pen loop what kind silliness thislove it every way except that darned lack pen loop clipping pen it not same i dont want dent up coverwish it came more colors like moleskine red other volant shades that one could get reporter notebooks colors too but this doesnt mean im not happy with this,aw come on moleskine you make terrific kindle cover hold notepad moleskine notepad even no pen loop what kind silliness thislove it every way except that darned lack pen loop clipping pen it not same i dont want dent up coverwish it came more colors like moleskine red other volant shades that one could get reporter notebooks colors too but this doesnt mean im not happy with this,Negative,-0.7673,Neutral,0.02031250000000001,Negative,-0.7673,Negative,-0.5047625
"Overall: Good Kindle case, especially for Moleskine users. I use it and am happy with it.Pros:- Looks and feels like a Moleskine- Looks enough like a book or journal to disguise the Kindle- Looks nice on the inside and outside- Having a pad next to a Kindle is very good- Includes two reporter-style while slimmed-down MoleskinesCons:- No place to store a writing utensil- Won't fit standard Moleskine reporter books, even the soft cover ones (too rigid backing, too thick)- A lined journal would have been better- Feels like it needs another slit at the base to keep the journal from getting loose- Hard to get the elastic straps for the Kindle to look right",overall good kindle case especially for moleskine users i use it am happy with itpros looks feels like moleskine looks enough like book or journal disguise kindle looks nice on inside outside having pad next kindle very good includes two reporterstyle while slimmeddown moleskinescons no place store writing utensil wont fit standard moleskine reporter books even soft cover ones too rigid backing too thick lined journal would have been better feels like it needs another slit at base keep journal from getting loose hard get elastic straps for kindle look right,overall good kindle case especially for moleskine users i use it am happy with itpros looks feels like moleskine looks enough like book or journal disguise kindle looks nice on inside outside having pad next kindle very good includes two reporterstyle while slimmeddown moleskinescons no place store writing utensil wont fit standard moleskine reporter books even soft cover ones too rigid backing too thick lined journal would have been better feels like it needs another slit at base keep journal from getting loose hard get elastic straps for kindle look right,Positive,0.9271,Positive,0.15706247456247457,Positive,0.9271,Positive,0.6704208248541583
"As a longtime Moleskine user, I was very excited when I learned they made a Kindle case.  I have not been disapointed.  It's a sturdy case that looks great and performs well.  It's the first Kindle case I've owned that seems to be a ""permanent living space"" for my Kindle, if you know what I mean.A few reviewers seem to not like it because the notepad is on the left, while the Kindle is on the right.  I can understand their reasoning, but I actually prefer it the way it is - and I'm right-handed.  If the Kindle were on the left, with the notepad on the right, it would be more awkward to hold.  For the few notes I take on paper, it's really no big deal to reach over the screen to do so.That said, Moleskine ought to offer both a ""left"" and ""right"" handed version if the case.  I would think it'd be easy to simply flip the design.  Then people could choose which version they wanted.",as longtime moleskine user i was very excited when i learned they made kindle case i have not been disapointed its sturdy case that looks great performs well its first kindle case ive owned that seems be permanent living space for my kindle you know what i meana few reviewers seem not like it because notepad on left while kindle on right i can understand their reasoning but i actually prefer it way it im righthanded kindle were on left with notepad on right it would be more awkward hold for few notes i take on paper its really no big deal reach over screen do sothat said moleskine ought offer both left right handed version case i would think itd be easy simply flip design people could choose which version they wanted,as longtime moleskine user i was very excited when i learned they made kindle case i have not been disapointed its sturdy case that looks great performs well its first kindle case ive owned that seems be permanent living space for my kindle you know what i meana few reviewers seem not like it because notepad on left while kindle on right i can understand their reasoning but i actually prefer it way it im righthanded kindle were on left with notepad on right it would be more awkward hold for few notes i take on paper its really no big deal reach over screen do sothat said moleskine ought offer both left right handed version case i would think itd be easy simply flip design people could choose which version they wanted,Positive,0.4239,Positive,0.13693977591036416,Positive,0.4239,Positive,0.3282465919701214
"I purchased this because I was basically afraid to take my kindle anywhere without the case, and I love Moleskine notebooks.  The surface of the cover is soft... not like a normal Moleskine notebook.  The top left elastic strap does (minorly) interfere with the operation of the on switch.  It doesn't really bother me all that much though.  I have had mine for a week or two now, and it still has a chemical smell to it.  Be prepared to let it air out for a while.",i purchased this because i was basically afraid take my kindle anywhere without case i love moleskine notebooks surface cover soft not like normal moleskine notebook top left elastic strap does minorly interfere with operation on switch it doesnt really bother me all that much though i have had mine for week or two now it still has chemical smell it be prepared let it air out for while,i purchased this because i was basically afraid take my kindle anywhere without case i love moleskine notebooks surface cover soft not like normal moleskine notebook top left elastic strap does minorly interfere with operation on switch it doesnt really bother me all that much though i have had mine for week or two now it still has chemical smell it be prepared let it air out for while,Positive,0.7931,Positive,0.1111111111111111,Positive,0.7931,Positive,0.5657703703703704
